dataset	model	result
RESULTBIN	bounce	XGBoost	AUC=0.8261	PR=0.4911	Brier=0.1151	F1=0.5618	standard|none	(17s)
RESULTBIN	bounce	LightGBM	AUC=0.8266	PR=0.4890	Brier=0.1152	F1=0.5615	standard|none	(12s)
RESULTBIN	bounce	CatBoost	AUC=0.8265	PR=0.4901	Brier=0.1152	F1=0.5621	none|none	(42s)
